nct_id,arm_label,oligo_name,arm_role,is_comparator,n_at_risk,tierA_affected,tierB_affected,tierA_event,tierB_event,tierA_terms,max_grade,delivery_route,route_is_cns,indication,oligo_class,backbone_chemistry,modification_pattern,has_sequence,trial_status,n_measurement_rows
NCT01737398,Placebo,placebo_or_sham_control,comparator,1,60,0,0,0,0,none,0,subcutaneous,0,FAP; Familial Amyloid Polyneuropathy; TTR; Transthyretin; Amyloidosis,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,COMPLETED,1
NCT01780545,Control Arm: Arm B,apatorsen,exposed,0,101,0,1,0,1,none,2,intravenous,0,Bladder Cancer; Urothelial Carcinoma,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,2
NCT01780545,Experimental Arm: Arm A,apatorsen,exposed,0,99,0,0,0,0,none,0,intravenous,0,Bladder Cancer; Urothelial Carcinoma,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,2
NCT01829113,OGX-427,apatorsen,exposed,0,74,0,0,0,0,none,0,intravenous,0,Non Squamous Non Small Cell Lung Cancer,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01829113,Placebo,apatorsen,exposed,0,76,0,0,0,0,none,0,intravenous,0,Non Squamous Non Small Cell Lung Cancer,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01836549,Molecular Study-A,imetelstat,exposed,0,1,0,0,0,0,none,0,intravenous,0,"Anaplastic Astrocytoma; Anaplastic Ependymoma; Astrocytoma, Grade II; Ependymoma",other,NOT_REPORTED,NOT_REPORTED,0,TERMINATED,1
NCT01836549,Molecular Study-B,imetelstat,exposed,0,1,0,0,0,0,none,0,intravenous,0,"Anaplastic Astrocytoma; Anaplastic Ependymoma; Astrocytoma, Grade II; Ependymoma",other,NOT_REPORTED,NOT_REPORTED,0,TERMINATED,1
NCT01836549,Stratum-A,imetelstat,exposed,0,8,0,0,0,0,none,0,intravenous,0,"Anaplastic Astrocytoma; Anaplastic Ependymoma; Astrocytoma, Grade II; Ependymoma",other,NOT_REPORTED,NOT_REPORTED,0,TERMINATED,1
NCT01836549,Stratum-B,imetelstat,exposed,0,18,1,0,1,0,hydrocephalus_AE,3,intravenous,0,"Anaplastic Astrocytoma; Anaplastic Ependymoma; Astrocytoma, Grade II; Ependymoma",other,NOT_REPORTED,NOT_REPORTED,0,TERMINATED,1
NCT01836549,Stratum-C,imetelstat,exposed,0,4,0,0,0,0,none,0,intravenous,0,"Anaplastic Astrocytoma; Anaplastic Ependymoma; Astrocytoma, Grade II; Ependymoma",other,NOT_REPORTED,NOT_REPORTED,0,TERMINATED,1
NCT01836549,Stratum-D,imetelstat,exposed,0,8,0,0,0,0,none,0,intravenous,0,"Anaplastic Astrocytoma; Anaplastic Ependymoma; Astrocytoma, Grade II; Ependymoma",other,NOT_REPORTED,NOT_REPORTED,0,TERMINATED,1
NCT01839604,1.5 mg/kg,danvatirsen,exposed,0,6,0,0,0,0,none,0,intravenous,0,Advanced Adult Hepatocellular Carcinoma; Hepatocellular Carcinoma Metastatic,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01839604,2 mg/kg,danvatirsen,exposed,0,7,0,0,0,0,none,0,intravenous,0,Advanced Adult Hepatocellular Carcinoma; Hepatocellular Carcinoma Metastatic,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01839604,2.5 mg/kg,danvatirsen,exposed,0,5,0,0,0,0,none,0,intravenous,0,Advanced Adult Hepatocellular Carcinoma; Hepatocellular Carcinoma Metastatic,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01839604,3 mg/kg,danvatirsen,exposed,0,15,0,0,0,0,none,0,intravenous,0,Advanced Adult Hepatocellular Carcinoma; Hepatocellular Carcinoma Metastatic,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01839604,AZD9150 1mg/kg,danvatirsen,exposed,0,6,0,0,0,0,none,0,intravenous,0,Advanced Adult Hepatocellular Carcinoma; Hepatocellular Carcinoma Metastatic,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01839656,Nusinersen 12 mg,nusinersen,exposed,0,16,0,1,0,1,none,2,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,2
NCT01839656,Nusinersen 6 mg,nusinersen,exposed,0,4,0,0,0,0,none,0,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,2
NCT01844817,OGX-427,apatorsen,exposed,0,64,0,0,0,0,none,0,intravenous,0,Pancreatic Cancer,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01844817,Placebo,apatorsen,exposed,0,63,0,0,0,0,none,0,intravenous,0,Pancreatic Cancer,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01960348,Patisiran (ALN-TTR02),patisiran,exposed,0,148,0,0,0,0,none,0,intravenous,0,"TTR-mediated Amyloidosis; Amyloidosis, Hereditary; Amyloid Neuropathies, Familia",siRNA,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT01960348,Placebo,placebo_or_sham_control,comparator,1,77,0,0,0,0,none,0,intravenous,0,"TTR-mediated Amyloidosis; Amyloidosis, Hereditary; Amyloid Neuropathies, Familia",NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,COMPLETED,1
NCT01961921,Safety Population,patisiran,exposed,0,27,0,0,0,0,none,0,intravenous,0,TTR-mediated Amyloidosis,siRNA,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02175004,Previous Inotersen-Inotersen 300 mg,inotersen,exposed,0,85,0,0,0,0,none,0,subcutaneous,0,FAP; Familial Amyloid Polyneuropathy; TTR; Transthyretin; Amyloidosis,ASO_gapmer,full_PS,5-10-5,1,COMPLETED,1
NCT02175004,Previous Placebo-Inotersen 300 mg,inotersen,exposed,0,50,0,0,0,0,none,0,subcutaneous,0,FAP; Familial Amyloid Polyneuropathy; TTR; Transthyretin; Amyloidosis,ASO_gapmer,full_PS,5-10-5,1,COMPLETED,1
NCT02193074,Control,placebo_or_sham_control,comparator,1,41,0,0,0,0,none,0,intrathecal_lumbar,1,Spinal Muscular Atrophy,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,TERMINATED,1
NCT02193074,Nusinersen,nusinersen,exposed,0,80,0,0,0,0,none,0,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,TERMINATED,1
NCT02211209,Placebo,placebo_or_sham_control,comparator,1,33,0,0,0,0,none,0,subcutaneous,0,Familial Chylomicronemia Syndrome,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,COMPLETED,1
NCT02211209,Volanesorsen,volanesorsen,exposed,0,33,0,0,0,0,none,0,subcutaneous,0,Familial Chylomicronemia Syndrome,ASO_gapmer,full_PS,5-10-5,1,COMPLETED,1
NCT02255552,Eteplirsen 30 mg/kg,eteplirsen,exposed,0,79,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy (DMD),PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02255552,Untreated Control Group (Non-exon 51 Amenable Participants),eteplirsen,exposed,0,30,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy (DMD),PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02286947,Eteplirsen 30 mg/kg,eteplirsen,exposed,0,24,0,0,0,0,none,0,intravenous,0,"Muscular Dystrophy, Duchenne",PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02292537,Nusinersen,nusinersen,exposed,0,84,0,1,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,2
NCT02292537,Sham Procedure,placebo_or_sham_control,comparator,1,42,0,0,0,0,none,0,intrathecal_lumbar,1,Spinal Muscular Atrophy,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,COMPLETED,2
NCT02300233,Placebo,placebo_or_sham_control,comparator,1,38,0,0,0,0,none,0,subcutaneous,0,Hypertriglyceridemia,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,COMPLETED,1
NCT02300233,"Volanesorsen 300 mg Biweekly, Post Week 13",volanesorsen,exposed,0,50,0,0,0,0,none,0,subcutaneous,0,Hypertriglyceridemia,ASO_gapmer,full_PS,5-10-5,1,COMPLETED,1
NCT02300233,Volanesorsen 300 mg Weekly,volanesorsen,exposed,0,25,0,0,0,0,none,0,subcutaneous,0,Hypertriglyceridemia,ASO_gapmer,full_PS,5-10-5,1,COMPLETED,1
NCT02310906,Part 1: Golodirsen (10 mg/kg),golodirsen,exposed,0,8,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02310906,Part 1: Golodirsen (20 mg/kg),golodirsen,exposed,0,8,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02310906,Part 1: Golodirsen (30 mg/kg),golodirsen,exposed,0,8,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02310906,Part 1: Golodirsen (4 mg/kg),golodirsen,exposed,0,8,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02310906,Part 1: Placebo,placebo_or_sham_control,comparator,1,4,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,COMPLETED,1
NCT02310906,Part 2a: Total Golodirsen Group,golodirsen,exposed,0,25,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02310906,Part 2b: Untreated Group (Natural History of Non-exon 53),golodirsen,exposed,0,14,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02386553,ISIS 396443 2 SMN2 Copies,nusinersen,exposed,0,15,0,2,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,2
NCT02386553,ISIS 396443 3 SMN2 Copies,nusinersen,exposed,0,10,0,4,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,2
NCT02417753,AZD9150 in People With Malignant Ascites,danvatirsen,exposed,0,1,0,0,0,0,none,0,intravenous,0,Ovarian Cancer; Ovarian Neoplasms; Ascites; Gastrointestinal Cancer; Gastrointes,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,TERMINATED,1
NCT02420379,Control Group (Untreated) (Non-exon 51 Amenable Participants),eteplirsen,exposed,0,7,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy (DMD),PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02420379,Eteplirsen 30 mg/kg,eteplirsen,exposed,0,26,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy (DMD),PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02426086,Imetelstat 4.7 mg/kg,imetelstat,exposed,0,48,0,0,0,0,none,0,intravenous,0,Myelofibrosis,other,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02426086,Imetelstat 9.4 mg/kg,imetelstat,exposed,0,59,0,0,0,0,none,0,intravenous,0,Myelofibrosis,other,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02426086,Imetelstat Dose Escalated From 4.7 mg/kg to 9.4 mg/kg,imetelstat,exposed,0,12,0,0,0,0,none,0,intravenous,0,Myelofibrosis,other,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02462759,ISIS 396443 Part 1 & 2,nusinersen,exposed,0,14,0,0,0,0,none,0,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,TERMINATED,1
NCT02462759,ISIS 396443 Part 2(Participants on Sham in Part 1),placebo_or_sham_control,comparator,1,6,0,0,0,0,none,0,intrathecal_lumbar,1,Spinal Muscular Atrophy,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,TERMINATED,1
NCT02462759,Sham Procedure in Part 1,placebo_or_sham_control,comparator,1,7,0,0,0,0,none,0,intrathecal_lumbar,1,Spinal Muscular Atrophy,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,TERMINATED,1
NCT02499328,A1C1: AZD9150 2mg/kg + MEDI4736 20mg/kg,danvatirsen,exposed,0,4,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,A1C2: AZD9150 3mg/kg + MEDI4736 20mg/kg,danvatirsen,exposed,0,7,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,A2C1: AZD5069 40mg BID + MEDI4736 20mg/kg,danvatirsen,exposed,0,9,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,A2C2: AZD5069 80mg BID + MEDI4736 20mg/kg,danvatirsen,exposed,0,11,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,A3C1: AZD5069 80mg BID + MEDI4736 20mg/kg,danvatirsen,exposed,0,15,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,A4C1: AZD9150 3mg/kg q1w + MEDI4736 20mg/kg + Treme,danvatirsen,exposed,0,9,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,A4C2: AZD9150 2mg/kg q1w + MEDI4736 20mg/kg + Treme,danvatirsen,exposed,0,7,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,A4C3: AZD9150 3mg/kg q2w + MEDI4736 20mg/kg + Treme,danvatirsen,exposed,0,6,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,A6C1: AZD9150 3mg/kg q1w + MEDI4736 20mg/kg,danvatirsen,exposed,0,14,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B1: AZD9150 3mg/kg + MEDI4736 20mg/kg Exp,danvatirsen,exposed,0,24,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B2: AZD5069 40mg BID + MEDI4736 20mg/kg Exp,danvatirsen,exposed,0,20,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B3: AZD9150 3mg/kg + MEDI4736 20mg/kg Naive,danvatirsen,exposed,0,53,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B4: AZD5069 40mg BID + MEDI4736 20mg/kg Naive,danvatirsen,exposed,0,22,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B5: AZD9150 3mg/kg,danvatirsen,exposed,0,14,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B6: AZD5069 40mg BID,danvatirsen,exposed,0,10,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B6a: AZD5069 40mg BID Fed/Fasted,danvatirsen,exposed,0,1,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B6b: AZD5069 40mg BID Fasted/Fed,danvatirsen,exposed,0,1,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B7: AZD9150 3mg/kg q1w + MEDI4736 20mg/kg,danvatirsen,exposed,0,55,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02499328,B8: AZD9150 400mg q2w + MEDI4736 1.5g Q4W,danvatirsen,exposed,0,50,0,0,0,0,none,0,NOT_REPORTED,0,Advanced Solid Tumors & Metastatic Squamous Cell Carcinoma of the Head and Neck,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02510261,Prior Patisiran Group of Study 003,patisiran,exposed,0,25,0,0,0,0,none,0,intravenous,0,Amyloidosis,siRNA,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02510261,Prior Patisiran Group of Study 004,patisiran,exposed,0,137,0,0,0,0,none,0,intravenous,0,Amyloidosis,siRNA,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02510261,Prior Placebo Group of Study 004,patisiran,exposed,0,49,0,0,0,0,none,0,intravenous,0,Amyloidosis,siRNA,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02519036,ISIS 443139 10 mg,tominersen,exposed,0,3,0,1,0,1,none,1,intrathecal_lumbar,1,Huntington's Disease,ASO_gapmer,mixed_PO_PS,5-10-5,1,COMPLETED,3
NCT02519036,ISIS 443139 120 mg,tominersen,exposed,0,10,0,5,0,1,none,1,intrathecal_lumbar,1,Huntington's Disease,ASO_gapmer,mixed_PO_PS,5-10-5,1,COMPLETED,3
NCT02519036,ISIS 443139 30 mg,tominersen,exposed,0,6,0,2,0,1,none,1,intrathecal_lumbar,1,Huntington's Disease,ASO_gapmer,mixed_PO_PS,5-10-5,1,COMPLETED,3
NCT02519036,ISIS 443139 60 mg,tominersen,exposed,0,6,0,1,0,1,none,1,intrathecal_lumbar,1,Huntington's Disease,ASO_gapmer,mixed_PO_PS,5-10-5,1,COMPLETED,3
NCT02519036,ISIS 443139 90 mg,tominersen,exposed,0,9,0,3,0,1,none,1,intrathecal_lumbar,1,Huntington's Disease,ASO_gapmer,mixed_PO_PS,5-10-5,1,COMPLETED,3
NCT02519036,Placebo,placebo_or_sham_control,comparator,1,12,0,4,0,1,none,1,intrathecal_lumbar,1,Huntington's Disease,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,COMPLETED,3
NCT02525523,Alicaforsen,alicaforsen,exposed,0,69,0,0,0,0,none,0,topical_enema,0,Pouchitis,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02525523,Placebo,placebo_or_sham_control,comparator,1,69,0,0,0,0,none,0,topical_enema,0,Pouchitis,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,COMPLETED,1
NCT02527343,Open-Label Extension Period (OLE and OLE Post-Treatment Follow-up): Placebo/Volanesorsen,placebo_or_sham_control,comparator,1,12,0,0,0,0,none,0,subcutaneous,0,Familial Partial Lipodystrophy,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,TERMINATED,1
NCT02527343,Open-Label Extension Period (OLE and OLE Post-Treatment Follow-up): Volanesorsen/Volanesorsen,volanesorsen,exposed,0,12,0,0,0,0,none,0,subcutaneous,0,Familial Partial Lipodystrophy,ASO_gapmer,full_PS,5-10-5,1,TERMINATED,1
NCT02527343,Randomized Post-Treatment Follow-up: Placebo,placebo_or_sham_control,comparator,1,7,0,0,0,0,none,0,subcutaneous,0,Familial Partial Lipodystrophy,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,TERMINATED,1
NCT02527343,Randomized Post-Treatment Follow-up: Volanesorsen,volanesorsen,exposed,0,9,0,0,0,0,none,0,subcutaneous,0,Familial Partial Lipodystrophy,ASO_gapmer,full_PS,5-10-5,1,TERMINATED,1
NCT02527343,Randomized Treatment Period: Placebo,placebo_or_sham_control,comparator,1,19,0,0,0,0,none,0,subcutaneous,0,Familial Partial Lipodystrophy,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,TERMINATED,1
NCT02527343,Randomized Treatment Period: Volanesorsen,volanesorsen,exposed,0,21,0,0,0,0,none,0,subcutaneous,0,Familial Partial Lipodystrophy,ASO_gapmer,full_PS,5-10-5,1,TERMINATED,1
NCT02530905,Double-Blind Period: Casimersen 10 mg/kg,casimersen,exposed,0,8,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02530905,Double-Blind Period: Casimersen 20 mg/kg,casimersen,exposed,0,8,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02530905,Double-Blind Period: Casimersen 30 mg/kg,casimersen,exposed,0,8,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02530905,Double-Blind Period: Casimersen 4 mg/kg,casimersen,exposed,0,8,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02530905,Double-Blind Period: Placebo,placebo_or_sham_control,comparator,1,4,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,COMPLETED,1
NCT02530905,Open Label Extension Period: Casimersen 30 mg/kg,casimersen,exposed,0,12,0,0,0,0,none,0,intravenous,0,Duchenne Muscular Dystrophy,PMO,PMO_neutral,NOT_REPORTED,0,COMPLETED,1
NCT02554773,AT-Based Dose Regimen (SAS 2),fitusiran,exposed,0,18,0,0,0,0,none,0,subcutaneous,0,Hemophilia A; Hemophilia B,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02554773,Original Dose Regimen (SAS 1),fitusiran,exposed,0,34,0,0,0,0,none,0,subcutaneous,0,Hemophilia A; Hemophilia B,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02594124,Infantile SMA Onset 232SM202,nusinersen,exposed,0,12,0,1,0,1,none,2,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,4
NCT02594124,Infantile SMA Onset CS3A,nusinersen,exposed,0,13,0,2,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,4
NCT02594124,Infantile SMA Onset CS3B Previous Control,nusinersen,exposed,0,24,0,4,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,4
NCT02594124,Infantile SMA Onset CS3B Previous ISIS 396443,nusinersen,exposed,0,65,0,4,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,4
NCT02594124,Later SMA Onset 232SM202,nusinersen,exposed,0,8,0,2,0,1,none,2,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,4
NCT02594124,Later SMA Onset CS12 Type 2,nusinersen,exposed,0,20,0,13,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,4
NCT02594124,Later SMA Onset CS12 Type 3,nusinersen,exposed,0,25,0,15,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,4
NCT02594124,Later SMA Onset CS4 Previous Control,nusinersen,exposed,0,42,0,7,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,4
NCT02594124,Later SMA Onset CS4 Previous ISIS 396443,nusinersen,exposed,0,83,0,21,0,1,none,1,intrathecal_lumbar,1,Spinal Muscular Atrophy,splice_switching_ASO,full_PS,uniform 2'-MOE,1,COMPLETED,4
NCT02597127,Inclisiran 100 mg (Double Dose),inclisiran,exposed,0,61,0,0,0,0,none,0,subcutaneous,0,Atherosclerotic Cardiovascular Disease; Familial Hypercholesterolemia; Diabetes,siRNA,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02597127,Inclisiran 200 mg (Double Dose),inclisiran,exposed,0,62,0,0,0,0,none,0,subcutaneous,0,Atherosclerotic Cardiovascular Disease; Familial Hypercholesterolemia; Diabetes,siRNA,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02597127,Inclisiran 200 mg (Single Dose),inclisiran,exposed,0,60,0,0,0,0,none,0,subcutaneous,0,Atherosclerotic Cardiovascular Disease; Familial Hypercholesterolemia; Diabetes,siRNA,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
NCT02597127,Inclisiran 300 mg (Double Dose),inclisiran,exposed,0,61,0,0,0,0,none,0,subcutaneous,0,Atherosclerotic Cardiovascular Disease; Familial Hypercholesterolemia; Diabetes,siRNA,NOT_REPORTED,NOT_REPORTED,0,COMPLETED,1
